"num_user_for_reviews","log_num_user_for_reviews"
483,2.68394713075151
415,2.61804809671209
214,2.33041377334919
288,2.45939248775923
100,2
713,2.85308952985187
662,2.8208579894397
255,2.40654018043396
257,2.40993312333129
548,2.73878055848437
378,2.57749179983723
